"pass_num","customer_num","zip_code","purchase_year","purchase_month","purchase_day","pass_level"
133794526,3951203,80742,2021,"JAN",11,"Gold"
161223328,1105478,87338,2021,"JAN",12,"Bronze"
101639383,1318707,91096,2021,"JAN",12,"Gold"
257836785,1450918,72729,2021,"JAN",12,"Silver"
224904493,1546069,44667,2021,"JAN",12,"Silver"
197102320,1576892,12059,2021,"JAN",12,"Bronze"
342417745,2007029,41807,2021,"JAN",12,"Bronze"
121508368,2302866,58959,2021,"JAN",12,"Gold"
329998624,2999150,65790,2021,"JAN",12,"Gold"
114691003,3004264,84456,2021,"JAN",12,"Gold"
205926517,3149353,27561,2021,"JAN",12,"Bronze"
298195379,3164870,29453,2021,"JAN",12,"Bronze"
146202784,3351125,10312,2021,"JAN",12,"Bronze"
313056591,1918314,56928,2021,"JAN",13,"Gold"
179730367,2007962,15981,2021,"JAN",13,"Bronze"
247236797,2232330,53084,2021,"JAN",13,"Bronze"
262607308,2455692,50971,2021,"JAN",13,"Silver"
259765823,2737308,65716,2021,"JAN",13,"Bronze"
149588804,2808085,54916,2021,"JAN",13,"Silver"
202895785,2841847,50075,2021,"JAN",13,"Bronze"
313100846,3133454,37304,2021,"JAN",13,"Gold"
301351130,3540285,60795,2021,"JAN",13,"Silver"
135375711,3687145,74555,2021,"JAN",13,"Gold"
279542368,1245051,74768,2021,"JAN",14,"Silver"
243299377,1265881,35919,2021,"JAN",14,"Gold"
177247965,1331796,54163,2021,"JAN",14,"Silver"
239969161,1355422,93636,2021,"JAN",14,"Bronze"
271714608,1446200,25462,2021,"JAN",14,"Bronze"
221980155,1448014,54192,2021,"JAN",14,"Gold"
188641647,1602877,79243,2021,"JAN",14,"Silver"
113400136,1764719,11374,2021,"JAN",14,"Silver"
278557637,2552345,40430,2021,"JAN",14,"Bronze"
177574134,2866982,86217,2021,"JAN",14,"Gold"
206065187,3038938,63615,2021,"JAN",14,"Silver"
234053202,3463991,45654,2021,"JAN",14,"Gold"
217177062,3892257,63071,2021,"JAN",14,"Gold"
332818207,1026686,87510,2021,"JAN",15,"Bronze"
135131575,1104561,12792,2021,"JAN",15,"Silver"
332611311,1299383,72201,2021,"JAN",15,"Silver"
343165386,1363592,43335,2021,"JAN",15,"Silver"
116930495,1754966,22088,2021,"JAN",15,"Silver"
241779764,2112345,75835,2021,"JAN",15,"Silver"
313596837,2279341,67570,2021,"JAN",15,"Silver"
221614402,2736845,23377,2021,"JAN",15,"Gold"
308508212,2910155,32069,2021,"JAN",15,"Gold"
206761618,2937353,61872,2021,"JAN",15,"Gold"
248959287,3506430,48210,2021,"JAN",15,"Bronze"
267598243,3651633,40382,2021,"JAN",15,"Bronze"
227284253,3730763,83261,2021,"JAN",15,"Gold"
231708168,1131043,71241,2021,"JAN",16,"Gold"
247491208,1207729,50304,2021,"JAN",16,"Silver"
152586253,1353258,93445,2021,"JAN",16,"Bronze"
241216192,2014098,76042,2021,"JAN",16,"Gold"
290383068,2151303,54403,2021,"JAN",16,"Bronze"
116454569,2155582,15173,2021,"JAN",16,"Bronze"
325573178,2230946,12552,2021,"JAN",16,"Bronze"
317747025,2655782,46968,2021,"JAN",16,"Silver"
347357141,2658068,18027,2021,"JAN",16,"Bronze"
206130370,3479373,98818,2021,"JAN",16,"Silver"
168810897,3591538,24493,2021,"JAN",16,"Bronze"
221969561,3866730,75115,2021,"JAN",16,"Gold"
104922286,3982370,79813,2021,"JAN",16,"Silver"
208214261,1382502,45236,2021,"JAN",17,"Gold"
335453791,1658566,85364,2021,"JAN",17,"Gold"
347625928,1845705,41579,2021,"JAN",17,"Silver"
204313943,1874578,43274,2021,"JAN",17,"Bronze"
260563350,2010117,72142,2021,"JAN",17,"Gold"
317461280,2345653,72661,2021,"JAN",17,"Silver"
192584657,2723023,73539,2021,"JAN",17,"Silver"
192989722,2820315,58713,2021,"JAN",17,"Gold"
151231870,2886359,18900,2021,"JAN",17,"Bronze"
331967174,2969081,42179,2021,"JAN",17,"Gold"
338169614,3085753,24296,2021,"JAN",17,"Bronze"
280984302,3135986,39366,2021,"JAN",17,"Gold"
269510135,3340066,63195,2021,"JAN",17,"Bronze"
115795659,3814489,78426,2021,"JAN",17,"Bronze"
223967974,1347903,44202,2021,"JAN",18,"Silver"
250104397,1542363,43236,2021,"JAN",18,"Bronze"
324179584,1756765,91836,2021,"JAN",18,"Silver"
206572326,1885500,21547,2021,"JAN",18,"Gold"
255145512,2192322,97170,2021,"JAN",18,"Silver"
212951132,2352707,25542,2021,"JAN",18,"Silver"
255579865,2586802,40598,2021,"JAN",18,"Bronze"
265089707,2827126,67636,2021,"JAN",18,"Bronze"
166188543,3157597,78073,2021,"JAN",18,"Gold"
314257237,3262504,95227,2021,"JAN",18,"Silver"
283859324,3481801,12369,2021,"JAN",18,"Bronze"
253684422,3936365,77962,2021,"JAN",18,"Gold"
153591490,3951089,30532,2021,"JAN",18,"Silver"
159680408,1370264,94584,2021,"JAN",19,"Gold"
111500772,1990616,32163,2021,"JAN",19,"Gold"
213141328,2050464,76929,2021,"JAN",19,"Gold"
109701822,2191724,88467,2021,"JAN",19,"Bronze"
112228100,2657339,35896,2021,"JAN",19,"Bronze"
185055696,2738075,75500,2021,"JAN",19,"Silver"
346037511,2852554,73708,2021,"JAN",19,"Silver"
190218388,2998152,46427,2021,"JAN",19,"Silver"
236729305,3040481,38074,2021,"JAN",19,"Bronze"
243494506,3075199,63351,2021,"JAN",19,"Gold"
126545201,3262090,36811,2021,"JAN",19,"Gold"
336333166,3692561,86969,2021,"JAN",19,"Silver"
298147287,1063582,12434,2021,"JAN",20,"Gold"
277117304,1186006,69939,2021,"JAN",20,"Bronze"
189053599,1461688,15788,2021,"JAN",20,"Silver"
138575615,1724996,31538,2021,"JAN",20,"Bronze"
239027981,2023238,34622,2021,"JAN",20,"Bronze"
229927774,2120077,50601,2021,"JAN",20,"Gold"
162527546,2339215,39523,2021,"JAN",20,"Silver"
180378393,2394168,29421,2021,"JAN",20,"Silver"
119094353,2633646,31703,2021,"JAN",20,"Silver"
193683759,2693890,58512,2021,"JAN",20,"Silver"
291119430,3132448,28089,2021,"JAN",20,"Silver"
149868070,3221287,79749,2021,"JAN",20,"Gold"
272533380,3634190,16636,2021,"JAN",20,"Silver"
273112896,1194124,35888,2021,"JAN",21,"Bronze"
134729209,1392338,60064,2021,"JAN",21,"Silver"
337169633,1396311,35369,2021,"JAN",21,"Silver"
212551731,1803929,59420,2021,"JAN",21,"Silver"
104323516,2167389,33632,2021,"JAN",21,"Bronze"
127866552,2589307,73396,2021,"JAN",21,"Bronze"
239245712,2701438,73971,2021,"JAN",21,"Bronze"
129913268,2841188,49527,2021,"JAN",21,"Gold"
332488821,3532775,68488,2021,"JAN",21,"Silver"
162717831,3875227,96941,2021,"JAN",21,"Silver"
108459964,1204259,54209,2021,"JAN",22,"Silver"
172037156,1470254,21570,2021,"JAN",22,"Gold"
141781175,1992179,16516,2021,"JAN",22,"Gold"
309295957,2152003,57088,2021,"JAN",22,"Bronze"
112268270,2497376,14284,2021,"JAN",22,"Bronze"
137269222,2575851,40375,2021,"JAN",22,"Gold"
317005735,2638243,95856,2021,"JAN",22,"Gold"
326748312,3167213,84650,2021,"JAN",22,"Gold"
194843928,3366288,17111,2021,"JAN",22,"Bronze"
345978575,3490168,75363,2021,"JAN",22,"Silver"
137513790,3702919,63754,2021,"JAN",22,"Bronze"
307940505,3947888,31816,2021,"JAN",22,"Bronze"
144267944,1159730,73613,2021,"JAN",23,"Bronze"
205655877,1229800,72766,2021,"JAN",23,"Silver"
284977017,1388331,37880,2021,"JAN",23,"Bronze"
129571100,1393411,90112,2021,"JAN",23,"Gold"
206457039,1397573,33306,2021,"JAN",23,"Bronze"
292044085,1597452,52063,2021,"JAN",23,"Bronze"
197834836,1742002,91926,2021,"JAN",23,"Silver"
344728476,1836385,50556,2021,"JAN",23,"Silver"
105802913,1936849,62888,2021,"JAN",23,"Bronze"
226111551,2013522,82959,2021,"JAN",23,"Gold"
304921821,2169219,23233,2021,"JAN",23,"Silver"
281186477,2194672,56619,2021,"JAN",23,"Silver"
189566524,2438943,32338,2021,"JAN",23,"Gold"
270157497,2556627,55676,2021,"JAN",23,"Bronze"
217831030,2899389,46917,2021,"JAN",23,"Gold"
172082163,3830902,86446,2021,"JAN",23,"Bronze"
304367026,3886499,77777,2021,"JAN",23,"Bronze"
306031474,1246370,49820,2021,"JAN",24,"Bronze"
221212192,1427521,27299,2021,"JAN",24,"Bronze"
277462088,1747522,14413,2021,"JAN",24,"Bronze"
311119120,2460235,65099,2021,"JAN",24,"Silver"
329520706,2766754,18595,2021,"JAN",24,"Gold"
153946883,2904714,91087,2021,"JAN",24,"Bronze"
314994930,3327985,29720,2021,"JAN",24,"Bronze"
296170626,3454130,73475,2021,"JAN",24,"Gold"
227311033,3695666,65715,2021,"JAN",24,"Bronze"
318793231,3723619,84110,2021,"JAN",24,"Bronze"
170495464,1207067,76015,2021,"JAN",25,"Bronze"
135490234,1397767,31778,2021,"JAN",25,"Gold"
131283600,1576301,61257,2021,"JAN",25,"Silver"
122348044,2213479,46618,2021,"JAN",25,"Bronze"
241257666,2225452,34288,2021,"JAN",25,"Bronze"
113464132,2652258,90710,2021,"JAN",25,"Gold"
118111032,2703236,74340,2021,"JAN",25,"Silver"
129208603,2849189,52246,2021,"JAN",25,"Silver"
233892021,3518882,89164,2021,"JAN",25,"Silver"
201749578,3709370,33946,2021,"JAN",25,"Gold"
287733005,3841998,19291,2021,"JAN",25,"Gold"
190757387,3873856,45055,2021,"JAN",25,"Bronze"
194402293,3919814,36339,2021,"JAN",25,"Bronze"
206018704,3920240,79450,2021,"JAN",25,"Silver"
321906741,3952830,80837,2021,"JAN",25,"Bronze"
300394346,1001872,83143,2021,"JAN",26,"Gold"
310314798,1714376,39907,2021,"JAN",26,"Silver"
273814750,2146044,57956,2021,"JAN",26,"Gold"
316428386,2403887,23239,2021,"JAN",26,"Silver"
181343429,2882829,20611,2021,"JAN",26,"Gold"
169986505,3115322,80670,2021,"JAN",26,"Bronze"
259293160,3126764,78007,2021,"JAN",26,"Silver"
149659360,3182866,21549,2021,"JAN",26,"Silver"
178589745,3483947,73543,2021,"JAN",26,"Gold"
190093833,3568415,97205,2021,"JAN",26,"Bronze"
201179378,3704794,57975,2021,"JAN",26,"Bronze"
298075664,3862980,87753,2021,"JAN",26,"Silver"
104735117,1943648,16560,2021,"JAN",27,"Gold"
313621039,1991970,58769,2021,"JAN",27,"Bronze"
319739857,1993568,34582,2021,"JAN",27,"Gold"
231098393,2086309,81562,2021,"JAN",27,"Bronze"
127697312,2178009,79799,2021,"JAN",27,"Silver"
217197424,2380897,84347,2021,"JAN",27,"Bronze"
326064403,2753045,97533,2021,"JAN",27,"Gold"
104343148,2793622,36294,2021,"JAN",27,"Silver"
316781190,2975358,67873,2021,"JAN",27,"Silver"
241465585,3618338,45922,2021,"JAN",27,"Silver"
159681106,3940017,70207,2021,"JAN",27,"Gold"
275996106,1060521,35777,2021,"JAN",28,"Silver"
286257670,1658830,67752,2021,"JAN",28,"Gold"
109524395,1701394,45507,2021,"JAN",28,"Silver"
156477972,1709288,92848,2021,"JAN",28,"Gold"
283388247,1775781,71348,2021,"JAN",28,"Gold"
140898544,2096039,89191,2021,"JAN",28,"Bronze"
136466570,2097447,70601,2021,"JAN",28,"Silver"
273471417,2575101,27439,2021,"JAN",28,"Bronze"
341347796,2588464,39100,2021,"JAN",28,"Bronze"
139490586,2880656,26877,2021,"JAN",28,"Silver"
111238409,2885911,77599,2021,"JAN",28,"Silver"
169744971,3133465,82577,2021,"JAN",28,"Silver"
293773037,3177996,99182,2021,"JAN",28,"Bronze"
324756990,3194110,40587,2021,"JAN",28,"Bronze"
279506016,3520698,15255,2021,"JAN",28,"Bronze"
297599923,3621432,89554,2021,"JAN",28,"Silver"
104444428,1538344,58110,2021,"JAN",29,"Silver"
108536854,1672356,29746,2021,"JAN",29,"Gold"
119152861,1725720,44159,2021,"JAN",29,"Bronze"
196683367,1816996,46660,2021,"JAN",29,"Bronze"
151723964,1986361,29155,2021,"JAN",29,"Bronze"
134461262,1996501,56060,2021,"JAN",29,"Silver"
213656838,2018240,54797,2021,"JAN",29,"Silver"
259843679,2196356,13894,2021,"JAN",29,"Gold"
158150243,2345988,62308,2021,"JAN",29,"Bronze"
313234166,2513427,59197,2021,"JAN",29,"Gold"
311977657,2698780,75276,2021,"JAN",29,"Gold"
331902222,2945281,46606,2021,"JAN",29,"Silver"
202312791,3275443,51611,2021,"JAN",29,"Gold"
291597358,3286989,85128,2021,"JAN",29,"Gold"
336674574,3403264,78326,2021,"JAN",29,"Silver"
340842842,3407347,34470,2021,"JAN",29,"Silver"
154823318,3439826,72668,2021,"JAN",29,"Silver"
275955174,3539351,77001,2021,"JAN",29,"Silver"
329262662,3565279,77386,2021,"JAN",29,"Silver"
227287744,1198357,30766,2021,"JAN",30,"Silver"
285087702,1702187,35913,2021,"JAN",30,"Gold"
281544840,1816937,23458,2021,"JAN",30,"Bronze"
190019947,1832080,17017,2021,"JAN",30,"Gold"
238137130,2409199,77701,2021,"JAN",30,"Silver"
307410400,2412011,99949,2021,"JAN",30,"Bronze"
270903632,2873472,66226,2021,"JAN",30,"Silver"
342621530,2981620,76737,2021,"JAN",30,"Bronze"
141424359,3427976,57451,2021,"JAN",30,"Bronze"
206444576,3564275,22548,2021,"JAN",30,"Bronze"
241118009,3639387,91687,2021,"JAN",30,"Gold"
230995803,1171633,68486,2021,"JAN",31,"Silver"
336631439,1477864,33142,2021,"JAN",31,"Silver"
251845418,1551552,69228,2021,"JAN",31,"Silver"
297396573,1739790,69300,2021,"JAN",31,"Silver"
102483416,2167365,17115,2021,"JAN",31,"Gold"
263686810,2364287,47305,2021,"JAN",31,"Gold"
298322775,2412747,62150,2021,"JAN",31,"Bronze"
230077560,2612874,53729,2021,"JAN",31,"Gold"
270545385,2745385,90629,2021,"JAN",31,"Silver"
250675993,2901832,49125,2021,"JAN",31,"Silver"
176669750,2902437,33821,2021,"JAN",31,"Gold"
214153812,3209854,96887,2021,"JAN",31,"Gold"
129538484,3368994,76089,2021,"JAN",31,"Bronze"
219761124,3431912,19198,2021,"JAN",31,"Gold"
346006050,3589643,69095,2021,"JAN",31,"Silver"
214898832,3898375,40163,2021,"JAN",31,"Silver"
248997065,1245238,78150,2021,"FEB",1,"Bronze"
264438938,1799037,34318,2021,"FEB",1,"Gold"
243605555,1848011,18806,2021,"FEB",1,"Gold"
146325181,2360665,72503,2021,"FEB",1,"Silver"
200665218,2580543,93616,2021,"FEB",1,"Bronze"
272077718,2673909,91048,2021,"FEB",1,"Bronze"
313916030,2752465,73227,2021,"FEB",1,"Bronze"
266525884,3983301,55747,2021,"FEB",1,"Gold"
255097589,2540784,58774,2021,"FEB",2,"Gold"
349828844,3106794,39422,2021,"FEB",2,"Silver"
245897587,3314293,25703,2021,"FEB",2,"Bronze"
276236886,3980486,20183,2021,"FEB",2,"Gold"
238588585,1361025,44054,2021,"FEB",3,"Bronze"
178801983,1472411,13699,2021,"FEB",3,"Bronze"
302776565,1615760,48032,2021,"FEB",3,"Gold"
197699148,1748620,64970,2021,"FEB",3,"Silver"
190497333,2021955,70784,2021,"FEB",3,"Bronze"
249133117,2055319,65334,2021,"FEB",3,"Bronze"
157360369,2456155,53286,2021,"FEB",3,"Silver"
189166796,2699782,14340,2021,"FEB",3,"Silver"
240237094,3184114,84320,2021,"FEB",3,"Bronze"
111973258,3189606,59234,2021,"FEB",3,"Silver"
188228049,3338328,54627,2021,"FEB",3,"Gold"
279195540,3475055,50004,2021,"FEB",3,"Gold"
250344850,3657022,86996,2021,"FEB",3,"Bronze"
139541789,3778718,61914,2021,"FEB",3,"Silver"
244407561,3934138,57906,2021,"FEB",3,"Silver"
331506024,1691277,86494,2021,"FEB",4,"Bronze"
233152780,1730114,40132,2021,"FEB",4,"Bronze"
206773492,1832608,35772,2021,"FEB",4,"Silver"
195678907,2182981,60529,2021,"FEB",4,"Gold"
140547250,2626374,13124,2021,"FEB",4,"Gold"
168792126,2745522,73122,2021,"FEB",4,"Bronze"
162301876,3947062,26133,2021,"FEB",4,"Gold"
164922550,3955203,43570,2021,"FEB",4,"Bronze"
239465772,1072990,48427,2021,"FEB",5,"Silver"
303979236,1113109,80422,2021,"FEB",5,"Bronze"
222930438,1195394,28857,2021,"FEB",5,"Bronze"
146791035,1376248,94699,2021,"FEB",5,"Bronze"
332631025,1466019,28996,2021,"FEB",5,"Gold"
142139075,1663664,90891,2021,"FEB",5,"Silver"
321052312,1708449,62043,2021,"FEB",5,"Bronze"
201591061,1806669,82731,2021,"FEB",5,"Gold"
222727645,2587105,38147,2021,"FEB",5,"Gold"
242751321,2817628,27412,2021,"FEB",5,"Silver"
144668014,3200786,18445,2021,"FEB",5,"Bronze"
258244485,3252853,38178,2021,"FEB",5,"Gold"
186253398,3342726,57596,2021,"FEB",5,"Bronze"
152063556,3483854,98998,2021,"FEB",5,"Silver"
347045488,3622054,43115,2021,"FEB",5,"Bronze"
237728388,3679231,84957,2021,"FEB",5,"Gold"
309049960,3904652,24819,2021,"FEB",5,"Gold"
210942103,1395344,38701,2021,"FEB",6,"Gold"
307514412,1518098,12521,2021,"FEB",6,"Silver"
135256765,1828741,44637,2021,"FEB",6,"Bronze"
339363107,2047363,58946,2021,"FEB",6,"Gold"
288319955,2293451,68308,2021,"FEB",6,"Silver"
181141657,2694985,88117,2021,"FEB",6,"Gold"
244291269,3019581,16297,2021,"FEB",6,"Bronze"
206246852,3020697,72951,2021,"FEB",6,"Bronze"
228720175,3272755,50339,2021,"FEB",6,"Silver"
184919983,3279602,41728,2021,"FEB",6,"Bronze"
125088970,1440062,91295,2021,"FEB",7,"Gold"
155032244,1716521,15494,2021,"FEB",7,"Gold"
267789346,1736426,20049,2021,"FEB",7,"Bronze"
278653809,1902943,55818,2021,"FEB",7,"Silver"
334206315,2195970,20887,2021,"FEB",7,"Bronze"
259534173,2245471,47041,2021,"FEB",7,"Bronze"
231734981,2796826,39673,2021,"FEB",7,"Bronze"
185715846,3196985,66507,2021,"FEB",7,"Silver"
269354179,3455063,74703,2021,"FEB",7,"Gold"
315215039,1068288,14553,2021,"FEB",8,"Bronze"
307406608,1124239,53394,2021,"FEB",8,"Silver"
215114252,1362089,78392,2021,"FEB",8,"Gold"
126653684,1488708,69216,2021,"FEB",8,"Silver"
258959352,2142386,61076,2021,"FEB",8,"Silver"
125210274,2362414,59870,2021,"FEB",8,"Bronze"
159213834,2508711,44932,2021,"FEB",8,"Gold"
257953689,2511294,20459,2021,"FEB",8,"Gold"
221245058,2624966,59094,2021,"FEB",8,"Gold"
302379054,2651712,92209,2021,"FEB",8,"Gold"
346395096,2659364,21530,2021,"FEB",8,"Silver"
236242590,2771889,29152,2021,"FEB",8,"Bronze"
152441909,2787559,72616,2021,"FEB",8,"Gold"
226152939,2836178,28913,2021,"FEB",8,"Silver"
109845350,2836890,78921,2021,"FEB",8,"Gold"
342140614,2883972,79623,2021,"FEB",8,"Silver"
213006147,3112387,33430,2021,"FEB",8,"Silver"
338546703,3388704,88940,2021,"FEB",8,"Silver"
