"customer_num","renewed","zip_code","purchase_month"
3209089,1,15797,"JUN"
1830287,1,15819,"OCT"
3601415,1,15836,"MAY"
2892290,1,15848,"DEC"
3788391,1,15872,"SEP"
2130451,1,15873,"JUN"
2509388,1,15878,"OCT"
2475837,1,15896,"JUN"
2004972,1,15914,"JUN"
1791238,1,15922,"SEP"
3813442,1,15971,"AUG"
2007962,1,15981,"JAN"
1039328,1,15994,"OCT"
2728937,1,16009,"MAY"
1318426,1,16011,"SEP"
3901074,1,16017,"JAN"
3602804,1,16022,"JUL"
2242320,1,16037,"MAR"
1601385,0,16093,"APR"
1301539,1,16098,"JUN"
2659177,1,16115,"MAY"
1477341,1,16130,"APR"
3796714,0,16133,"AUG"
3796242,1,16142,"FEB"
1402360,1,16149,"AUG"
2121659,1,16179,"JUN"
1442187,1,16199,"JAN"
2424792,0,16206,"MAR"
2026233,0,16210,"NOV"
3194007,1,16211,"OCT"
1519416,1,16213,"MAY"
2422556,1,16231,"AUG"
3920373,1,16249,"MAY"
1917903,1,16270,"FEB"
3019581,1,16297,"FEB"
3722177,1,16451,"JUL"
3096525,1,16513,"JUL"
1992179,1,16516,"JAN"
1539124,1,16520,"FEB"
1566036,1,16522,"JUN"
3343310,1,16525,"JUN"
1943648,1,16560,"JAN"
3743173,1,16588,"OCT"
2518662,1,16607,"AUG"
3634190,1,16636,"JAN"
3646157,1,16724,"APR"
1358425,1,16752,"JUL"
1161341,1,16761,"APR"
1972081,1,16781,"OCT"
3114522,1,16818,"APR"
1124243,1,16820,"APR"
3741826,1,16918,"AUG"
1566978,1,16934,"MAY"
2281995,0,16938,"DEC"
2487217,1,16945,"JUL"
1013721,1,16958,"MAR"
3650829,1,16967,"JUN"
2597502,1,16978,"JUL"
2150981,1,16985,"SEP"
3810388,0,16991,"DEC"
1515342,1,16998,"NOV"
3050752,1,17001,"JUN"
1832080,1,17017,"JAN"
2323937,0,17025,"AUG"
2156502,1,17038,"AUG"
3868992,1,17054,"AUG"
3780610,1,17069,"JUN"
3179121,1,17071,"AUG"
3450109,0,17083,"DEC"
2599466,0,17109,"JUL"
3366288,1,17111,"JAN"
1152589,1,17114,"NOV"
2167365,1,17115,"JAN"
3269924,0,17136,"SEP"
2776894,1,17175,"JUL"
3857289,1,17180,"OCT"
3122130,1,17208,"SEP"
1608873,1,17217,"JUN"
3015179,1,17230,"MAY"
1726852,1,17280,"MAY"
1727247,1,17291,"AUG"
1631567,1,17310,"DEC"
2077498,1,17312,"JAN"
2402392,1,17327,"MAR"
2976682,1,17342,"JAN"
1902449,1,17348,"JUN"
1678462,1,17352,"OCT"
2318775,1,17361,"JUN"
3650523,1,17383,"APR"
2525882,1,17384,"DEC"
1196183,1,17418,"MAY"
3197987,1,17428,"MAY"
2195787,1,17429,"JUN"
3205328,1,17459,"FEB"
2048354,0,17472,"APR"
2326033,1,17505,"MAY"
3706720,1,17527,"AUG"
3241929,0,17530,"MAR"
1551979,1,17545,"JUL"
3091296,1,17550,"APR"
3941909,1,17560,"MAR"
1705100,1,17578,"NOV"
3145620,1,17591,"NOV"
3498588,0,17592,"DEC"
2761372,1,17646,"MAY"
1797424,1,17653,"JUN"
2072339,1,17672,"NOV"
3676329,1,17675,"MAY"
2007095,1,17678,"MAR"
3638502,1,17714,"JUN"
2817818,1,17721,"JUL"
2843456,1,17731,"JUN"
2702340,1,17744,"OCT"
3460517,1,17748,"JUL"
2317800,1,17774,"SEP"
1548613,0,17778,"DEC"
3486386,1,17784,"AUG"
2050959,1,17787,"JUL"
1581231,1,17813,"SEP"
3290998,1,17818,"SEP"
1764122,1,17828,"DEC"
3484785,1,17833,"JUN"
3824400,1,17855,"APR"
1243862,1,17882,"SEP"
2120365,1,17887,"JUL"
1889864,1,17900,"NOV"
1813399,1,17921,"AUG"
3847776,1,17989,"JUN"
1589364,0,18000,"MAR"
3420713,0,18012,"MAR"
2658068,1,18027,"JAN"
3487788,1,18070,"JUL"
2388820,1,18100,"JUN"
1018620,1,18183,"DEC"
1741368,1,18203,"JUN"
1557948,1,18212,"SEP"
3000128,1,18245,"APR"
1264279,1,18266,"APR"
2139784,1,18282,"SEP"
1639135,1,18332,"APR"
1361816,1,18337,"OCT"
2299090,0,18342,"DEC"
3154524,1,18377,"JUL"
3200786,1,18445,"FEB"
3538184,1,18468,"OCT"
3782257,1,18489,"APR"
3489595,1,18523,"NOV"
1838867,1,18538,"AUG"
2766754,1,18595,"JAN"
3951512,1,18627,"MAY"
2557352,1,18628,"JUL"
3008993,1,18637,"APR"
2846180,1,18654,"AUG"
3408393,1,18659,"JUL"
3470979,1,18661,"AUG"
2520116,1,18672,"APR"
1119535,1,18697,"OCT"
1752476,1,18712,"JUL"
3451264,0,18717,"MAY"
1726479,1,18757,"FEB"
3746057,1,18792,"APR"
1848011,1,18806,"FEB"
2026020,1,18869,"SEP"
2886359,1,18900,"JAN"
2032796,1,18916,"MAY"
2334525,1,18927,"DEC"
1098706,0,18935,"DEC"
2338504,0,18956,"NOV"
2825078,1,18987,"OCT"
1011878,1,19022,"AUG"
2774994,1,19033,"JUN"
1376902,1,19042,"FEB"
3800879,1,19070,"DEC"
1267611,1,19121,"JUN"
1685545,1,19131,"JUN"
1801469,1,19188,"OCT"
3431912,1,19198,"JAN"
2570531,1,19199,"FEB"
2401175,0,19204,"DEC"
2173560,1,19249,"DEC"
3841998,1,19291,"JAN"
1165335,1,19294,"FEB"
3128883,1,19312,"OCT"
3724133,1,19328,"JUL"
3779407,0,19339,"AUG"
3784308,1,19346,"JUN"
2279598,1,19370,"DEC"
3730053,1,19372,"JUN"
1889194,1,19397,"MAY"
1721248,1,19428,"SEP"
1853780,1,19481,"OCT"
2630685,1,19515,"NOV"
2413349,0,19545,"OCT"
2774237,1,19556,"SEP"
3158708,1,19568,"FEB"
2107386,0,19604,"APR"
2836156,1,19643,"DEC"
1791895,1,19656,"JUL"
2233986,1,19659,"MAY"
3778587,1,19680,"MAR"
1699003,1,19713,"JAN"
3820187,1,19719,"FEB"
1504496,1,19745,"DEC"
2680879,1,19748,"AUG"
2444483,1,19764,"JUL"
2471382,1,19787,"OCT"
2671784,1,19834,"DEC"
1810546,1,19848,"NOV"
3442043,1,19899,"APR"
3260199,1,19917,"JUN"
2968116,1,19926,"MAR"
3405210,1,19937,"MAY"
1252089,0,19988,"MAR"
1482077,1,19989,"JUL"
2156005,1,19997,"SEP"
1732081,1,20027,"OCT"
2158549,1,20029,"FEB"
1736426,1,20049,"FEB"
1355887,1,20050,"JAN"
2839161,0,20090,"NOV"
3675772,1,20091,"MAR"
2827756,0,20100,"FEB"
2042574,1,20102,"APR"
3209844,1,20107,"FEB"
1273836,1,20133,"AUG"
3980486,1,20183,"FEB"
2534557,1,20204,"OCT"
1583609,1,20215,"MAY"
3255960,1,20320,"OCT"
2462902,1,20323,"JUN"
2402974,0,20325,"DEC"
1779217,1,20424,"SEP"
1349059,1,20445,"AUG"
3698460,1,20456,"OCT"
2511294,1,20459,"FEB"
3206306,1,20460,"NOV"
3707742,1,20476,"JUN"
1759812,1,20512,"JAN"
2006771,1,20527,"SEP"
2911948,1,20544,"JUL"
3147631,1,20568,"OCT"
2882829,1,20611,"JAN"
1992443,1,20641,"NOV"
2862622,1,20667,"SEP"
2775530,1,20712,"OCT"
2407462,1,20713,"FEB"
3779109,1,20741,"OCT"
3935016,1,20750,"SEP"
3840964,1,20765,"AUG"
2572284,1,20783,"DEC"
3586474,1,20786,"AUG"
2722379,0,20789,"NOV"
1544206,1,20816,"DEC"
1801331,1,20839,"MAY"
3077170,0,20858,"NOV"
3666987,1,20867,"JUN"
1073773,1,20871,"MAY"
3239308,1,20882,"JUL"
2195970,1,20887,"FEB"
3570248,1,20907,"SEP"
2737281,0,20910,"SEP"
2952066,1,20929,"OCT"
1549140,1,20975,"SEP"
2715719,0,21053,"DEC"
1019563,1,21065,"APR"
3755331,1,21073,"MAY"
2601762,1,21082,"FEB"
1486108,1,21097,"DEC"
2862621,0,21174,"DEC"
2200761,1,21200,"SEP"
3157725,1,21207,"MAY"
1604686,1,21212,"OCT"
2988778,1,21223,"APR"
1665119,1,21232,"SEP"
1839314,1,21245,"DEC"
1399373,1,21253,"NOV"
2494305,0,21272,"DEC"
3734958,1,21280,"DEC"
3065751,1,21291,"MAY"
2124343,1,21300,"MAY"
3296717,1,21303,"JUN"
2310089,0,21347,"NOV"
1958193,1,21402,"AUG"
2213705,1,21423,"SEP"
1062589,0,21430,"DEC"
2072054,1,21464,"SEP"
2621229,1,21474,"FEB"
3523004,1,21509,"JUN"
2816978,0,21521,"NOV"
2659364,1,21530,"FEB"
1885500,1,21547,"JAN"
3182866,1,21549,"JAN"
1236430,0,21564,"MAR"
2179669,1,21567,"JUN"
1470254,1,21570,"JAN"
3015897,1,21583,"JUN"
2699257,1,21591,"NOV"
1212681,1,21598,"AUG"
3797517,1,21604,"APR"
1245289,1,21605,"NOV"
1193875,1,21615,"APR"
1623103,1,21618,"FEB"
3632307,1,21620,"SEP"
1555309,1,21628,"NOV"
2033655,1,21642,"OCT"
3609574,0,21719,"DEC"
3916341,0,21728,"DEC"
2675169,1,21743,"NOV"
3145831,1,21753,"SEP"
2548086,1,21761,"MAY"
1514122,1,21801,"APR"
3385375,0,21807,"MAR"
2000910,0,21850,"DEC"
1728794,1,21862,"OCT"
1596151,0,21864,"APR"
3311494,1,21869,"DEC"
1138631,1,21890,"AUG"
3889053,1,21898,"JUN"
2641396,1,21926,"APR"
3788762,1,21930,"JUL"
2247510,0,21938,"MAY"
2062213,1,21945,"AUG"
2982593,1,21954,"MAY"
1436474,1,21956,"AUG"
2726154,1,21976,"FEB"
1114048,1,21990,"AUG"
1428394,1,22000,"FEB"
1821588,1,22003,"MAY"
1754966,0,22088,"JAN"
3562532,1,22101,"APR"
3868036,1,22120,"JUN"
2594838,1,22131,"FEB"
2511202,1,22132,"APR"
1110365,1,22159,"NOV"
1814401,1,22162,"AUG"
2763648,1,22167,"JUN"
2233887,1,22214,"MAR"
2495250,1,22217,"SEP"
1273205,0,22228,"NOV"
3700006,1,22252,"OCT"
1320943,1,22269,"SEP"
3431472,1,22272,"JUL"
3635156,1,22278,"JUL"
3855516,1,22288,"JUN"
1684339,1,22293,"OCT"
3576467,1,22317,"AUG"
2330336,1,22332,"APR"
3844184,0,22341,"MAR"
2587713,1,22345,"MAR"
1486733,0,22386,"MAR"
3484565,0,22391,"MAY"
3255319,1,22409,"JUL"
1973917,1,22426,"MAR"
3458992,1,22438,"JUN"
2501206,1,22494,"AUG"
3101123,1,22505,"APR"
1504226,1,22512,"JUL"
3614758,1,22516,"AUG"
2704808,1,22538,"NOV"
3564275,1,22548,"JAN"
1911812,1,22553,"SEP"
1617042,1,22556,"MAR"
1628882,1,22566,"SEP"
2987870,1,22604,"MAR"
1431680,1,22613,"JAN"
2550798,1,22661,"JUN"
2952089,1,22710,"MAR"
2669432,1,22732,"FEB"
1305041,1,22734,"MAY"
2981540,1,22752,"OCT"
2694854,0,22816,"AUG"
2225009,0,22821,"AUG"
2067237,0,22829,"MAR"
3028851,1,22860,"JUN"
3943388,1,22869,"SEP"
1208998,1,22880,"APR"
3321599,1,22885,"NOV"
2367606,0,22904,"MAR"
1460484,1,22928,"FEB"
1044596,1,22934,"NOV"
2907679,1,22978,"JAN"
3737886,1,23001,"MAR"
1759782,1,23015,"DEC"
1263362,1,23030,"MAR"
2877289,1,23043,"MAY"
1764489,1,23071,"OCT"
3716650,1,23075,"APR"
2633774,1,23078,"MAY"
2117881,1,23086,"JUN"
2050579,1,23087,"AUG"
2502757,0,23098,"MAR"
3297409,1,23100,"SEP"
1037673,1,23122,"FEB"
3461460,1,23129,"JUL"
2801427,1,23131,"JUL"
1376426,1,23145,"NOV"
2930469,0,23156,"MAR"
3999788,1,23192,"MAY"
3445013,1,23199,"SEP"
2169219,1,23233,"JAN"
2403887,1,23239,"JAN"
2257772,1,23324,"NOV"
3341037,1,23348,"APR"
2575376,1,23358,"MAR"
3262893,1,23360,"SEP"
2736845,1,23377,"JAN"
2887638,1,23393,"SEP"
1816937,1,23458,"JAN"
3631010,0,23465,"NOV"
1742762,1,23468,"NOV"
2836767,1,23518,"NOV"
1405603,1,23543,"APR"
1722839,1,23562,"SEP"
3769217,1,23565,"MAY"
2004097,1,23624,"DEC"
2717499,1,23692,"MAR"
2890514,0,23695,"MAY"
2636603,1,23701,"MAY"
2284902,1,23706,"JAN"
1666709,1,23740,"AUG"
2291799,1,23755,"APR"
2930530,1,23772,"FEB"
2797646,1,23773,"JAN"
1882231,1,23816,"MAR"
2949511,1,23826,"SEP"
3435143,1,23871,"MAY"
2216069,1,23872,"JUL"
3986524,1,23906,"FEB"
1883333,1,23931,"NOV"
3676724,1,23970,"SEP"
3027648,1,23971,"SEP"
3460535,1,23975,"APR"
3941481,1,23978,"FEB"
2462895,1,24039,"NOV"
3105961,1,24040,"DEC"
1445494,1,24061,"AUG"
3178951,1,24097,"JUL"
2509044,1,24124,"JUN"
3631966,1,24135,"DEC"
2081124,1,24209,"AUG"
3316950,1,24210,"SEP"
1343184,1,24215,"MAY"
2810602,0,24261,"MAR"
1366959,1,24293,"JUN"
1896766,1,24295,"JUL"
3085753,1,24296,"JAN"
1471910,1,24304,"JUL"
1405248,1,24306,"APR"
1495433,1,24312,"MAR"
3649453,1,24366,"MAR"
1858930,1,24374,"JUL"
2994923,0,24386,"APR"
3916325,1,24395,"AUG"
1964095,1,24401,"OCT"
1842476,0,24415,"NOV"
1884174,1,24433,"DEC"
3834555,1,24438,"MAY"
3409475,1,24443,"JUN"
3254944,1,24450,"AUG"
2328183,1,24462,"APR"
3937995,1,24475,"JUN"
3591538,1,24493,"JAN"
1174141,1,24495,"MAR"
3946041,1,24516,"MAY"
1907463,1,24535,"JUN"
2741058,1,24571,"APR"
3105982,1,24580,"DEC"
3218294,1,24581,"NOV"
1720061,1,24595,"JUL"
3785188,1,24646,"MAR"
1020234,1,24651,"MAR"
3124357,1,24699,"DEC"
3178147,1,24704,"FEB"
2396568,0,24726,"JUL"
2802015,1,24735,"MAY"
2736648,1,24754,"DEC"
1034867,1,24756,"DEC"
3288791,1,24758,"JUL"
2346199,1,24786,"JUN"
3375592,1,24792,"AUG"
1434343,0,24802,"MAR"
1456917,1,24805,"JUN"
3904652,1,24819,"FEB"
2978092,1,24844,"OCT"
2735243,1,24859,"APR"
1628126,1,24869,"SEP"
3598760,0,24899,"NOV"
2201045,1,24911,"JUL"
2857414,1,24968,"FEB"
2250009,1,24975,"DEC"
3218695,1,24990,"JUL"
3994511,1,25016,"MAR"
3852584,1,25063,"AUG"
1544473,1,25114,"OCT"
2675046,1,25131,"JUN"
3237743,1,25149,"MAR"
1270405,0,25199,"DEC"
2668941,1,25223,"NOV"
3173880,1,25224,"MAY"
2178846,1,25275,"AUG"
2630326,1,25303,"FEB"
1987706,1,25312,"MAR"
2275394,1,25338,"OCT"
3405738,1,25342,"FEB"
2665554,1,25371,"FEB"
3372531,1,25376,"JUN"
2884630,1,25390,"MAR"
2107911,1,25391,"JAN"
2417009,1,25409,"JUN"
1054702,1,25418,"JAN"
3539768,1,25425,"AUG"
2103216,1,25439,"JUL"
1446200,1,25462,"JAN"
3039612,1,25463,"JUN"
2352707,1,25542,"JAN"
1589050,0,25570,"MAR"
1562586,1,25616,"JUL"
1427758,1,25652,"MAY"
3324377,0,25653,"MAR"
1933318,1,25689,"DEC"
3314293,1,25703,"FEB"
1631311,1,25708,"NOV"
2743853,1,25748,"DEC"
2560915,1,25769,"AUG"
1842330,1,25771,"JUN"
3303295,1,25786,"MAY"
1517334,1,25789,"FEB"
2289646,1,25810,"AUG"
2086424,1,25813,"JUL"
3677094,1,25815,"SEP"
2844362,1,25819,"MAR"
1415422,1,25836,"JUL"
1033684,1,25845,"AUG"
1693610,1,25856,"MAY"
3766132,1,25891,"DEC"
3073969,1,25895,"NOV"
3354765,1,25912,"MAR"
2203648,0,25919,"DEC"
2620853,1,25927,"DEC"
1958631,1,25942,"MAR"
2648125,1,25978,"JUN"
2539365,0,26007,"NOV"
1162848,1,26021,"SEP"
3790802,1,26073,"FEB"
3143781,1,26127,"APR"
3947062,1,26133,"FEB"
3260684,1,26166,"APR"
1883363,1,26184,"JAN"
2613421,1,26186,"MAY"
3418337,1,26232,"APR"
3258547,1,26246,"JUL"
3218703,1,26252,"AUG"
3578152,0,26253,"MAY"
2997310,1,26255,"SEP"
3921088,1,26293,"DEC"
2172785,1,26332,"FEB"
3870631,1,26357,"OCT"
3592169,1,26358,"OCT"
3354029,1,26361,"DEC"
2551810,1,26371,"APR"
2734085,0,26380,"AUG"
1375750,1,26387,"JAN"
3982788,0,26410,"MAY"
3609271,1,26431,"OCT"
2434227,1,26441,"FEB"
1713368,1,26448,"MAR"
2769565,1,26588,"OCT"
2194106,1,26651,"APR"
2337075,1,26689,"SEP"
3375039,1,26702,"MAY"
1634709,1,26827,"OCT"
1368757,1,26833,"JAN"
1882414,0,26852,"MAR"
2051557,1,26862,"SEP"
3087374,1,26869,"OCT"
2880656,1,26877,"JAN"
2917451,0,26897,"MAR"
3221759,1,26917,"APR"
2616789,1,26926,"OCT"
2105097,1,26932,"APR"
3056245,0,26937,"DEC"
3091568,1,26944,"MAY"
1429795,0,26951,"NOV"
2055178,1,26958,"AUG"
2635078,1,26960,"MAR"
2576990,1,27002,"AUG"
1818239,1,27043,"JAN"
2564350,1,27071,"SEP"
3939435,1,27072,"MAR"
2149059,0,27084,"DEC"
3400645,1,27089,"MAY"
2101820,1,27092,"AUG"
3977177,0,27101,"OCT"
3641022,1,27106,"MAR"
1621962,1,27135,"OCT"
3094333,1,27163,"NOV"
2369894,0,27190,"OCT"
3771684,0,27201,"NOV"
3595673,1,27206,"NOV"
1215014,1,27246,"SEP"
2633529,0,27268,"APR"
2381616,1,27272,"JUN"
2941736,1,27292,"APR"
1427521,1,27299,"JAN"
2679809,1,27306,"JAN"
1284064,1,27309,"OCT"
3640027,1,27311,"JUN"
1178073,1,27354,"MAY"
3333207,1,27367,"MAR"
2665310,1,27401,"DEC"
2817628,1,27412,"FEB"
2038980,1,27413,"MAY"
3330469,1,27415,"JAN"
2575101,1,27439,"JAN"
2339521,1,27477,"SEP"
1419918,1,27551,"MAY"
3149353,1,27561,"JAN"
1308559,1,27595,"AUG"
2540044,1,27600,"JUL"
2462144,1,27609,"JUN"
