"pass_num","visit_year","visit_month","visit_day","park_name"
104600806,2021,"JAN",23,"Colossal Studios"
217831030,2021,"JAN",23,"Colossal Zoo"
216953490,2021,"JAN",24,"Colossal Studios"
127511795,2021,"JAN",25,"Colossal Studios"
311119120,2021,"JAN",25,"Colossal Zoo"
290242085,2021,"JAN",25,"Colossal Kingdom"
304367026,2021,"JAN",25,"Colossal Zoo"
227311033,2021,"JAN",26,"Colossal Studios"
228096209,2021,"JAN",26,"Colossal Studios"
247491208,2021,"JAN",26,"Colossal Studios"
221614402,2021,"JAN",27,"Colossal Kingdom"
138921808,2021,"JAN",27,"Colossal Studios"
345978575,2021,"JAN",27,"Colossal Zoo"
259293160,2021,"JAN",27,"Colossal Zoo"
146202784,2021,"JAN",27,"Colossal Studios"
291969149,2021,"JAN",27,"Colossal Zoo"
313621039,2021,"JAN",28,"Colossal Studios"
235418931,2021,"JAN",28,"Colossal Zoo"
286257670,2021,"JAN",28,"Colossal Studios"
192584657,2021,"JAN",28,"Colossal Kingdom"
179319299,2021,"JAN",28,"Colossal Zoo"
217197424,2021,"JAN",29,"Colossal Studios"
213039990,2021,"JAN",29,"Colossal Studios"
192584657,2021,"JAN",29,"Colossal Kingdom"
313596837,2021,"JAN",29,"Colossal Kingdom"
281780616,2021,"JAN",29,"Colossal Zoo"
271714608,2021,"JAN",29,"Colossal Studios"
316781190,2021,"JAN",29,"Colossal Zoo"
169744971,2021,"JAN",30,"Colossal Zoo"
113400136,2021,"JAN",30,"Colossal Studios"
162717831,2021,"JAN",31,"Colossal Kingdom"
298147287,2021,"JAN",31,"Colossal Zoo"
259765823,2021,"JAN",31,"Colossal Studios"
128554704,2021,"JAN",31,"Colossal Kingdom"
127866552,2021,"FEB",1,"Colossal Kingdom"
147352371,2021,"FEB",1,"Colossal Kingdom"
247236797,2021,"FEB",1,"Colossal Kingdom"
296170626,2021,"FEB",1,"Colossal Kingdom"
251845418,2021,"FEB",1,"Colossal Kingdom"
132383473,2021,"FEB",1,"Colossal Studios"
247236797,2021,"FEB",1,"Colossal Kingdom"
259293160,2021,"FEB",2,"Colossal Studios"
201179378,2021,"FEB",2,"Colossal Zoo"
269510135,2021,"FEB",2,"Colossal Zoo"
159681106,2021,"FEB",2,"Colossal Zoo"
349527911,2021,"FEB",2,"Colossal Zoo"
112268270,2021,"FEB",2,"Colossal Kingdom"
169744971,2021,"FEB",2,"Colossal Studios"
219761124,2021,"FEB",2,"Colossal Studios"
313621039,2021,"FEB",2,"Colossal Studios"
104444428,2021,"FEB",2,"Colossal Zoo"
189301727,2021,"FEB",2,"Colossal Zoo"
177546891,2021,"FEB",3,"Colossal Zoo"
193683759,2021,"FEB",3,"Colossal Zoo"
206661443,2021,"FEB",3,"Colossal Kingdom"
151723964,2021,"FEB",3,"Colossal Studios"
140898544,2021,"FEB",3,"Colossal Zoo"
103155741,2021,"FEB",3,"Colossal Zoo"
279195540,2021,"FEB",4,"Colossal Studios"
137513790,2021,"FEB",4,"Colossal Studios"
309621844,2021,"FEB",4,"Colossal Kingdom"
229075810,2021,"FEB",4,"Colossal Kingdom"
233892021,2021,"FEB",4,"Colossal Kingdom"
212951132,2021,"FEB",4,"Colossal Studios"
172082163,2021,"FEB",4,"Colossal Studios"
217177062,2021,"FEB",4,"Colossal Zoo"
213030089,2021,"FEB",5,"Colossal Studios"
286661530,2021,"FEB",5,"Colossal Kingdom"
129208603,2021,"FEB",5,"Colossal Studios"
160239663,2021,"FEB",5,"Colossal Zoo"
283388247,2021,"FEB",5,"Colossal Zoo"
146202784,2021,"FEB",6,"Colossal Zoo"
147352371,2021,"FEB",6,"Colossal Studios"
135256765,2021,"FEB",6,"Colossal Zoo"
255097589,2021,"FEB",6,"Colossal Zoo"
116454569,2021,"FEB",6,"Colossal Kingdom"
109524395,2021,"FEB",7,"Colossal Kingdom"
255579865,2021,"FEB",7,"Colossal Studios"
135375711,2021,"FEB",7,"Colossal Kingdom"
327798152,2021,"FEB",7,"Colossal Studios"
138921808,2021,"FEB",7,"Colossal Kingdom"
241779764,2021,"FEB",7,"Colossal Zoo"
210942103,2021,"FEB",7,"Colossal Zoo"
238137130,2021,"FEB",8,"Colossal Studios"
159680408,2021,"FEB",8,"Colossal Kingdom"
221212192,2021,"FEB",8,"Colossal Kingdom"
301351130,2021,"FEB",8,"Colossal Kingdom"
243299377,2021,"FEB",8,"Colossal Kingdom"
335679039,2021,"FEB",9,"Colossal Kingdom"
135375711,2021,"FEB",9,"Colossal Zoo"
133861839,2021,"FEB",9,"Colossal Zoo"
222930438,2021,"FEB",9,"Colossal Kingdom"
244407561,2021,"FEB",9,"Colossal Zoo"
124371163,2021,"FEB",9,"Colossal Zoo"
138921808,2021,"FEB",10,"Colossal Studios"
313596837,2021,"FEB",10,"Colossal Kingdom"
104323516,2021,"FEB",10,"Colossal Kingdom"
141781175,2021,"FEB",10,"Colossal Zoo"
112268270,2021,"FEB",10,"Colossal Zoo"
245897587,2021,"FEB",10,"Colossal Zoo"
308508212,2021,"FEB",10,"Colossal Zoo"
213039990,2021,"FEB",10,"Colossal Zoo"
152731378,2021,"FEB",11,"Colossal Studios"
262524834,2021,"FEB",11,"Colossal Kingdom"
104343148,2021,"FEB",11,"Colossal Kingdom"
270545385,2021,"FEB",11,"Colossal Zoo"
256886734,2021,"FEB",11,"Colossal Studios"
196054095,2021,"FEB",12,"Colossal Studios"
262524834,2021,"FEB",12,"Colossal Zoo"
196683367,2021,"FEB",12,"Colossal Kingdom"
102483416,2021,"FEB",12,"Colossal Studios"
313596837,2021,"FEB",12,"Colossal Studios"
139541789,2021,"FEB",12,"Colossal Studios"
331902222,2021,"FEB",13,"Colossal Kingdom"
230995803,2021,"FEB",13,"Colossal Kingdom"
318793231,2021,"FEB",13,"Colossal Zoo"
306031474,2021,"FEB",13,"Colossal Zoo"
238588585,2021,"FEB",13,"Colossal Zoo"
213656838,2021,"FEB",13,"Colossal Studios"
309295957,2021,"FEB",14,"Colossal Studios"
154823318,2021,"FEB",14,"Colossal Zoo"
191003596,2021,"FEB",15,"Colossal Kingdom"
172082163,2021,"FEB",15,"Colossal Studios"
341347796,2021,"FEB",15,"Colossal Studios"
111318905,2021,"FEB",15,"Colossal Kingdom"
176669750,2021,"FEB",15,"Colossal Kingdom"
147352371,2021,"FEB",15,"Colossal Zoo"
233393886,2021,"FEB",15,"Colossal Zoo"
189166796,2021,"FEB",15,"Colossal Zoo"
319483165,2021,"FEB",15,"Colossal Studios"
248997065,2021,"FEB",15,"Colossal Studios"
182024342,2021,"FEB",16,"Colossal Studios"
151231870,2021,"FEB",16,"Colossal Kingdom"
190093833,2021,"FEB",16,"Colossal Kingdom"
237728388,2021,"FEB",16,"Colossal Zoo"
303979236,2021,"FEB",16,"Colossal Zoo"
112228100,2021,"FEB",16,"Colossal Kingdom"
192855126,2021,"FEB",17,"Colossal Zoo"
154823318,2021,"FEB",17,"Colossal Studios"
251255759,2021,"FEB",17,"Colossal Kingdom"
104600806,2021,"FEB",17,"Colossal Studios"
134461262,2021,"FEB",17,"Colossal Kingdom"
272916675,2021,"FEB",17,"Colossal Zoo"
151881712,2021,"FEB",17,"Colossal Studios"
109524395,2021,"FEB",17,"Colossal Studios"
162835895,2021,"FEB",18,"Colossal Studios"
255145512,2021,"FEB",18,"Colossal Kingdom"
309049960,2021,"FEB",18,"Colossal Studios"
108459964,2021,"FEB",18,"Colossal Kingdom"
159681106,2021,"FEB",18,"Colossal Studios"
316428386,2021,"FEB",18,"Colossal Studios"
205655877,2021,"FEB",18,"Colossal Zoo"
281405073,2021,"FEB",18,"Colossal Kingdom"
335679039,2021,"FEB",19,"Colossal Zoo"
192989722,2021,"FEB",19,"Colossal Studios"
195678907,2021,"FEB",19,"Colossal Studios"
208214261,2021,"FEB",19,"Colossal Zoo"
189301727,2021,"FEB",19,"Colossal Zoo"
168792126,2021,"FEB",19,"Colossal Studios"
151723964,2021,"FEB",19,"Colossal Kingdom"
257953689,2021,"FEB",19,"Colossal Zoo"
213030089,2021,"FEB",19,"Colossal Zoo"
273112896,2021,"FEB",19,"Colossal Studios"
286661530,2021,"FEB",19,"Colossal Studios"
135685822,2021,"FEB",19,"Colossal Studios"
102959633,2021,"FEB",19,"Colossal Studios"
231485333,2021,"FEB",20,"Colossal Zoo"
131953002,2021,"FEB",20,"Colossal Studios"
129208603,2021,"FEB",20,"Colossal Kingdom"
179319299,2021,"FEB",20,"Colossal Kingdom"
342417745,2021,"FEB",20,"Colossal Zoo"
233152780,2021,"FEB",21,"Colossal Kingdom"
206065187,2021,"FEB",21,"Colossal Kingdom"
232483556,2021,"FEB",21,"Colossal Zoo"
190916873,2021,"FEB",21,"Colossal Studios"
334206315,2021,"FEB",21,"Colossal Zoo"
313056591,2021,"FEB",21,"Colossal Zoo"
169986505,2021,"FEB",21,"Colossal Kingdom"
259560681,2021,"FEB",21,"Colossal Kingdom"
141999580,2021,"FEB",22,"Colossal Studios"
292044085,2021,"FEB",22,"Colossal Studios"
236242590,2021,"FEB",22,"Colossal Studios"
132670563,2021,"FEB",22,"Colossal Studios"
247236797,2021,"FEB",22,"Colossal Kingdom"
116496075,2021,"FEB",22,"Colossal Studios"
231734981,2021,"FEB",22,"Colossal Zoo"
289114397,2021,"FEB",23,"Colossal Studios"
141781175,2021,"FEB",23,"Colossal Studios"
248285287,2021,"FEB",23,"Colossal Kingdom"
131953002,2021,"FEB",23,"Colossal Studios"
133861839,2021,"FEB",23,"Colossal Kingdom"
345206781,2021,"FEB",23,"Colossal Studios"
165102548,2021,"FEB",24,"Colossal Studios"
198254349,2021,"FEB",24,"Colossal Studios"
266632222,2021,"FEB",24,"Colossal Zoo"
267598243,2021,"FEB",24,"Colossal Zoo"
164431061,2021,"FEB",24,"Colossal Studios"
249133117,2021,"FEB",24,"Colossal Zoo"
120894261,2021,"FEB",24,"Colossal Studios"
169195356,2021,"FEB",24,"Colossal Zoo"
221245058,2021,"FEB",24,"Colossal Studios"
347625928,2021,"FEB",24,"Colossal Zoo"
246371237,2021,"FEB",25,"Colossal Studios"
135256765,2021,"FEB",25,"Colossal Studios"
327959909,2021,"FEB",25,"Colossal Zoo"
239245712,2021,"FEB",25,"Colossal Studios"
331967174,2021,"FEB",25,"Colossal Kingdom"
120894261,2021,"FEB",25,"Colossal Studios"
297396573,2021,"FEB",25,"Colossal Kingdom"
334781157,2021,"FEB",26,"Colossal Kingdom"
140349359,2021,"FEB",26,"Colossal Studios"
122580737,2021,"FEB",26,"Colossal Kingdom"
277350903,2021,"FEB",26,"Colossal Studios"
326630308,2021,"FEB",26,"Colossal Zoo"
170463770,2021,"FEB",26,"Colossal Zoo"
140349359,2021,"FEB",26,"Colossal Kingdom"
164891608,2021,"FEB",26,"Colossal Zoo"
275372495,2021,"FEB",27,"Colossal Zoo"
103155741,2021,"FEB",27,"Colossal Kingdom"
208214261,2021,"FEB",27,"Colossal Kingdom"
218508220,2021,"FEB",27,"Colossal Kingdom"
337882499,2021,"FEB",28,"Colossal Kingdom"
313916030,2021,"FEB",28,"Colossal Studios"
100318220,2021,"FEB",28,"Colossal Studios"
141781175,2021,"FEB",28,"Colossal Zoo"
346395096,2021,"FEB",28,"Colossal Studios"
215114252,2021,"FEB",28,"Colossal Zoo"
233600003,2021,"MAR",1,"Colossal Studios"
270693083,2021,"MAR",1,"Colossal Zoo"
320011063,2021,"MAR",1,"Colossal Kingdom"
162301876,2021,"MAR",1,"Colossal Kingdom"
273944827,2021,"MAR",1,"Colossal Kingdom"
201179378,2021,"MAR",1,"Colossal Kingdom"
161961829,2021,"MAR",1,"Colossal Studios"
206457039,2021,"MAR",1,"Colossal Studios"
226152939,2021,"MAR",1,"Colossal Kingdom"
104735117,2021,"MAR",1,"Colossal Kingdom"
268503632,2021,"MAR",1,"Colossal Kingdom"
226111551,2021,"MAR",1,"Colossal Zoo"
134729209,2021,"MAR",2,"Colossal Zoo"
245897587,2021,"MAR",2,"Colossal Studios"
291221594,2021,"MAR",2,"Colossal Kingdom"
118111032,2021,"MAR",2,"Colossal Zoo"
349828844,2021,"MAR",2,"Colossal Studios"
212951132,2021,"MAR",2,"Colossal Kingdom"
293184731,2021,"MAR",2,"Colossal Zoo"
243584096,2021,"MAR",2,"Colossal Studios"
202069330,2021,"MAR",2,"Colossal Kingdom"
102655450,2021,"MAR",2,"Colossal Zoo"
186474302,2021,"MAR",2,"Colossal Studios"
151251440,2021,"MAR",2,"Colossal Zoo"
144668014,2021,"MAR",2,"Colossal Studios"
171504080,2021,"MAR",3,"Colossal Studios"
347625928,2021,"MAR",3,"Colossal Kingdom"
206018704,2021,"MAR",3,"Colossal Studios"
113400136,2021,"MAR",3,"Colossal Zoo"
230995803,2021,"MAR",3,"Colossal Kingdom"
190218388,2021,"MAR",3,"Colossal Studios"
243584096,2021,"MAR",3,"Colossal Kingdom"
344728476,2021,"MAR",3,"Colossal Studios"
290383068,2021,"MAR",3,"Colossal Kingdom"
164891608,2021,"MAR",3,"Colossal Kingdom"
345883828,2021,"MAR",3,"Colossal Zoo"
325573178,2021,"MAR",4,"Colossal Studios"
270157497,2021,"MAR",4,"Colossal Studios"
311199420,2021,"MAR",4,"Colossal Studios"
235418931,2021,"MAR",4,"Colossal Studios"
317747025,2021,"MAR",4,"Colossal Kingdom"
317461280,2021,"MAR",4,"Colossal Studios"
153216966,2021,"MAR",4,"Colossal Zoo"
307940505,2021,"MAR",5,"Colossal Kingdom"
349293155,2021,"MAR",5,"Colossal Kingdom"
137233882,2021,"MAR",5,"Colossal Studios"
237610499,2021,"MAR",5,"Colossal Studios"
310314798,2021,"MAR",5,"Colossal Kingdom"
221980155,2021,"MAR",5,"Colossal Kingdom"
195678907,2021,"MAR",5,"Colossal Zoo"
275971675,2021,"MAR",5,"Colossal Zoo"
108536854,2021,"MAR",6,"Colossal Zoo"
149659360,2021,"MAR",6,"Colossal Kingdom"
348063130,2021,"MAR",6,"Colossal Kingdom"
343165386,2021,"MAR",6,"Colossal Studios"
214345267,2021,"MAR",6,"Colossal Zoo"
340451539,2021,"MAR",6,"Colossal Studios"
336631439,2021,"MAR",6,"Colossal Kingdom"
231556760,2021,"MAR",7,"Colossal Kingdom"
324179584,2021,"MAR",7,"Colossal Zoo"
205926517,2021,"MAR",7,"Colossal Studios"
117302070,2021,"MAR",7,"Colossal Studios"
172082163,2021,"MAR",7,"Colossal Zoo"
237728388,2021,"MAR",7,"Colossal Studios"
185539560,2021,"MAR",7,"Colossal Zoo"
262785073,2021,"MAR",7,"Colossal Studios"
346154439,2021,"MAR",7,"Colossal Zoo"
130919401,2021,"MAR",8,"Colossal Zoo"
260563350,2021,"MAR",8,"Colossal Zoo"
161223328,2021,"MAR",8,"Colossal Kingdom"
148790256,2021,"MAR",8,"Colossal Studios"
344910484,2021,"MAR",8,"Colossal Zoo"
133579356,2021,"MAR",8,"Colossal Zoo"
108536854,2021,"MAR",8,"Colossal Studios"
109911408,2021,"MAR",8,"Colossal Zoo"
307940505,2021,"MAR",8,"Colossal Studios"
335963578,2021,"MAR",8,"Colossal Kingdom"
140100421,2021,"MAR",9,"Colossal Kingdom"
131283600,2021,"MAR",9,"Colossal Kingdom"
336631439,2021,"MAR",9,"Colossal Kingdom"
116930495,2021,"MAR",9,"Colossal Zoo"
239465772,2021,"MAR",9,"Colossal Kingdom"
297396573,2021,"MAR",9,"Colossal Kingdom"
327951025,2021,"MAR",9,"Colossal Studios"
173537578,2021,"MAR",10,"Colossal Studios"
233600003,2021,"MAR",10,"Colossal Zoo"
181141657,2021,"MAR",10,"Colossal Kingdom"
275329553,2021,"MAR",10,"Colossal Kingdom"
247152456,2021,"MAR",10,"Colossal Zoo"
190657350,2021,"MAR",10,"Colossal Kingdom"
115204662,2021,"MAR",10,"Colossal Zoo"
255579865,2021,"MAR",10,"Colossal Kingdom"
116948261,2021,"MAR",10,"Colossal Kingdom"
307861831,2021,"MAR",10,"Colossal Studios"
116980539,2021,"MAR",10,"Colossal Kingdom"
109845350,2021,"MAR",11,"Colossal Kingdom"
222727645,2021,"MAR",11,"Colossal Kingdom"
164431061,2021,"MAR",11,"Colossal Zoo"
165035283,2021,"MAR",11,"Colossal Studios"
133794526,2021,"MAR",11,"Colossal Zoo"
241656726,2021,"MAR",11,"Colossal Studios"
109911408,2021,"MAR",11,"Colossal Zoo"
310883147,2021,"MAR",11,"Colossal Kingdom"
131953002,2021,"MAR",11,"Colossal Studios"
231437431,2021,"MAR",11,"Colossal Zoo"
194787340,2021,"MAR",11,"Colossal Zoo"
118221154,2021,"MAR",11,"Colossal Zoo"
253684422,2021,"MAR",11,"Colossal Studios"
109868353,2021,"MAR",12,"Colossal Kingdom"
269354179,2021,"MAR",12,"Colossal Kingdom"
222930438,2021,"MAR",12,"Colossal Kingdom"
212551731,2021,"MAR",12,"Colossal Zoo"
224904493,2021,"MAR",12,"Colossal Zoo"
230077560,2021,"MAR",12,"Colossal Studios"
262900500,2021,"MAR",12,"Colossal Zoo"
238257536,2021,"MAR",12,"Colossal Kingdom"
311977657,2021,"MAR",12,"Colossal Studios"
304449777,2021,"MAR",12,"Colossal Studios"
125978638,2021,"MAR",12,"Colossal Studios"
249799795,2021,"MAR",12,"Colossal Kingdom"
342818209,2021,"MAR",12,"Colossal Studios"
126192313,2021,"MAR",13,"Colossal Kingdom"
122348044,2021,"MAR",13,"Colossal Studios"
278653809,2021,"MAR",13,"Colossal Studios"
204010429,2021,"MAR",13,"Colossal Zoo"
214153812,2021,"MAR",13,"Colossal Kingdom"
135256765,2021,"MAR",13,"Colossal Kingdom"
292767147,2021,"MAR",13,"Colossal Studios"
152063556,2021,"MAR",13,"Colossal Studios"
140283260,2021,"MAR",13,"Colossal Zoo"
243358837,2021,"MAR",14,"Colossal Studios"
118992531,2021,"MAR",14,"Colossal Zoo"
140898544,2021,"MAR",14,"Colossal Studios"
342818209,2021,"MAR",14,"Colossal Zoo"
140693177,2021,"MAR",14,"Colossal Kingdom"
198167201,2021,"MAR",14,"Colossal Studios"
346006050,2021,"MAR",14,"Colossal Kingdom"
184434807,2021,"MAR",14,"Colossal Zoo"
129208603,2021,"MAR",15,"Colossal Zoo"
321456109,2021,"MAR",15,"Colossal Studios"
212551731,2021,"MAR",15,"Colossal Zoo"
307993979,2021,"MAR",15,"Colossal Kingdom"
292620244,2021,"MAR",15,"Colossal Studios"
116496075,2021,"MAR",15,"Colossal Zoo"
183503097,2021,"MAR",15,"Colossal Studios"
247152456,2021,"MAR",15,"Colossal Kingdom"
227774698,2021,"MAR",15,"Colossal Kingdom"
206457039,2021,"MAR",15,"Colossal Kingdom"
146791035,2021,"MAR",16,"Colossal Studios"
260874886,2021,"MAR",16,"Colossal Zoo"
135264033,2021,"MAR",16,"Colossal Kingdom"
327801575,2021,"MAR",16,"Colossal Kingdom"
283943045,2021,"MAR",16,"Colossal Zoo"
337169633,2021,"MAR",16,"Colossal Studios"
287278202,2021,"MAR",16,"Colossal Zoo"
169310898,2021,"MAR",16,"Colossal Studios"
102655450,2021,"MAR",16,"Colossal Zoo"
118992531,2021,"MAR",16,"Colossal Kingdom"
125123124,2021,"MAR",16,"Colossal Kingdom"
181621535,2021,"MAR",16,"Colossal Zoo"
290242085,2021,"MAR",17,"Colossal Studios"
200433452,2021,"MAR",17,"Colossal Kingdom"
100318220,2021,"MAR",17,"Colossal Studios"
307514412,2021,"MAR",17,"Colossal Zoo"
248997065,2021,"MAR",17,"Colossal Zoo"
327772404,2021,"MAR",17,"Colossal Kingdom"
290383068,2021,"MAR",17,"Colossal Kingdom"
117886297,2021,"MAR",17,"Colossal Zoo"
298147287,2021,"MAR",18,"Colossal Kingdom"
151881712,2021,"MAR",18,"Colossal Zoo"
117886297,2021,"MAR",18,"Colossal Studios"
283704773,2021,"MAR",18,"Colossal Studios"
212551731,2021,"MAR",18,"Colossal Kingdom"
214345267,2021,"MAR",18,"Colossal Kingdom"
319739857,2021,"MAR",18,"Colossal Studios"
251255759,2021,"MAR",18,"Colossal Kingdom"
307410400,2021,"MAR",18,"Colossal Zoo"
102394733,2021,"MAR",18,"Colossal Studios"
104323516,2021,"MAR",18,"Colossal Kingdom"
341130487,2021,"MAR",19,"Colossal Zoo"
152441909,2021,"MAR",19,"Colossal Zoo"
244156511,2021,"MAR",19,"Colossal Studios"
162527546,2021,"MAR",19,"Colossal Studios"
293773037,2021,"MAR",19,"Colossal Studios"
233600003,2021,"MAR",19,"Colossal Kingdom"
243698085,2021,"MAR",19,"Colossal Zoo"
177247965,2021,"MAR",19,"Colossal Zoo"
266096823,2021,"MAR",19,"Colossal Kingdom"
307940505,2021,"MAR",19,"Colossal Studios"
168810897,2021,"MAR",20,"Colossal Kingdom"
297599923,2021,"MAR",20,"Colossal Zoo"
297474011,2021,"MAR",20,"Colossal Studios"
148092853,2021,"MAR",20,"Colossal Kingdom"
273944827,2021,"MAR",20,"Colossal Kingdom"
345875919,2021,"MAR",20,"Colossal Zoo"
329998624,2021,"MAR",20,"Colossal Kingdom"
304449777,2021,"MAR",20,"Colossal Zoo"
286257670,2021,"MAR",20,"Colossal Kingdom"
243232675,2021,"MAR",20,"Colossal Kingdom"
334352515,2021,"MAR",20,"Colossal Zoo"
281780616,2021,"MAR",20,"Colossal Kingdom"
309104461,2021,"MAR",20,"Colossal Studios"
276121554,2021,"MAR",20,"Colossal Kingdom"
329262662,2021,"MAR",21,"Colossal Zoo"
195678907,2021,"MAR",21,"Colossal Zoo"
234657268,2021,"MAR",21,"Colossal Kingdom"
231098393,2021,"MAR",21,"Colossal Zoo"
232483556,2021,"MAR",21,"Colossal Studios"
257716726,2021,"MAR",21,"Colossal Kingdom"
182674106,2021,"MAR",21,"Colossal Kingdom"
107776460,2021,"MAR",21,"Colossal Studios"
286661530,2021,"MAR",22,"Colossal Studios"
202312791,2021,"MAR",22,"Colossal Zoo"
220113666,2021,"MAR",22,"Colossal Studios"
171207433,2021,"MAR",22,"Colossal Zoo"
349293155,2021,"MAR",22,"Colossal Studios"
121390316,2021,"MAR",22,"Colossal Kingdom"
223256244,2021,"MAR",22,"Colossal Studios"
252543302,2021,"MAR",22,"Colossal Zoo"
273471417,2021,"MAR",22,"Colossal Studios"
139541789,2021,"MAR",22,"Colossal Kingdom"
217779651,2021,"MAR",22,"Colossal Kingdom"
108421270,2021,"MAR",22,"Colossal Kingdom"
142099827,2021,"MAR",22,"Colossal Kingdom"
120055137,2021,"MAR",22,"Colossal Zoo"
108602773,2021,"MAR",23,"Colossal Kingdom"
297474011,2021,"MAR",23,"Colossal Kingdom"
122019328,2021,"MAR",23,"Colossal Kingdom"
206130370,2021,"MAR",23,"Colossal Zoo"
279277270,2021,"MAR",23,"Colossal Studios"
231485333,2021,"MAR",23,"Colossal Zoo"
162536045,2021,"MAR",23,"Colossal Studios"
146325181,2021,"MAR",23,"Colossal Studios"
260636561,2021,"MAR",23,"Colossal Zoo"
123468066,2021,"MAR",23,"Colossal Studios"
110567568,2021,"MAR",24,"Colossal Studios"
331431753,2021,"MAR",24,"Colossal Kingdom"
236078366,2021,"MAR",24,"Colossal Studios"
236558065,2021,"MAR",24,"Colossal Studios"
313234166,2021,"MAR",24,"Colossal Studios"
182674106,2021,"MAR",24,"Colossal Zoo"
103143177,2021,"MAR",24,"Colossal Zoo"
329520706,2021,"MAR",24,"Colossal Zoo"
211171979,2021,"MAR",24,"Colossal Kingdom"
228742466,2021,"MAR",24,"Colossal Kingdom"
291597358,2021,"MAR",24,"Colossal Kingdom"
302776565,2021,"MAR",24,"Colossal Kingdom"
271714608,2021,"MAR",24,"Colossal Kingdom"
115795659,2021,"MAR",24,"Colossal Studios"
101444887,2021,"MAR",24,"Colossal Kingdom"
131283600,2021,"MAR",25,"Colossal Zoo"
190278068,2021,"MAR",25,"Colossal Kingdom"
247691489,2021,"MAR",25,"Colossal Zoo"
281186477,2021,"MAR",25,"Colossal Studios"
194697194,2021,"MAR",25,"Colossal Zoo"
344728476,2021,"MAR",25,"Colossal Zoo"
275971675,2021,"MAR",25,"Colossal Kingdom"
139068597,2021,"MAR",25,"Colossal Zoo"
249692492,2021,"MAR",25,"Colossal Kingdom"
162536045,2021,"MAR",25,"Colossal Studios"
227758431,2021,"MAR",26,"Colossal Studios"
100057682,2021,"MAR",26,"Colossal Kingdom"
311977657,2021,"MAR",26,"Colossal Zoo"
117302070,2021,"MAR",26,"Colossal Studios"
156977550,2021,"MAR",26,"Colossal Studios"
125231220,2021,"MAR",26,"Colossal Zoo"
200665218,2021,"MAR",26,"Colossal Zoo"
106244078,2021,"MAR",26,"Colossal Kingdom"
186205607,2021,"MAR",26,"Colossal Studios"
310314798,2021,"MAR",26,"Colossal Zoo"
256886734,2021,"MAR",26,"Colossal Kingdom"
132855253,2021,"MAR",26,"Colossal Kingdom"
129538484,2021,"MAR",26,"Colossal Studios"
201591061,2021,"MAR",26,"Colossal Studios"
329262662,2021,"MAR",27,"Colossal Kingdom"
242024988,2021,"MAR",27,"Colossal Zoo"
122649601,2021,"MAR",27,"Colossal Studios"
194895154,2021,"MAR",27,"Colossal Studios"
102559927,2021,"MAR",27,"Colossal Kingdom"
206259946,2021,"MAR",27,"Colossal Kingdom"
143939856,2021,"MAR",27,"Colossal Kingdom"
270545385,2021,"MAR",27,"Colossal Studios"
121043109,2021,"MAR",27,"Colossal Kingdom"
255145512,2021,"MAR",27,"Colossal Studios"
325543934,2021,"MAR",27,"Colossal Kingdom"
245580793,2021,"MAR",27,"Colossal Zoo"
218508220,2021,"MAR",28,"Colossal Studios"
242649052,2021,"MAR",28,"Colossal Kingdom"
218508220,2021,"MAR",28,"Colossal Studios"
278595859,2021,"MAR",28,"Colossal Kingdom"
188641647,2021,"MAR",28,"Colossal Zoo"
191896824,2021,"MAR",28,"Colossal Kingdom"
